datetime,open,high,low,close,volume,volumeNotional,tradesDone,Bollinger_High,Bollinger_Low,RSI_10,RSI_100,MACD,KST,OBV,SMA_20,SMA_100,SMA_200,SMA_500,SMA_1000,EMA_20,EMA_100,EMA_200,EMA_500,EMA_1000,EMA_100-10,EMA_200-100,EMA_100-SMA_100,std_0.05,std_0.1,diff_trend,high-low,high-open,low-open,close-open,mean,return_open,return,log_volume,open-close_return,count_pos,2_lag_return,3_lag_return,4_lag_return,5_lag_return,6_lag_return,7_lag_return,8_lag_return,9_lag_return,10_lag_return,seasonal_decomposition_72,seasonal_decomposition_18,second_of_day_sin,second_of_day_cos
2025-06-29 11:20:00+00:00,3288.71,3298.57,3259.0,3292.66,160.98240464,529502.9291554318,1392.0,3297.7415666859215,3289.5948310530894,48.237190434659766,49.694682113824335,-0.8714688994309654,-0.5895060112214938,482429.59510399454,0.0009741452223910564,3294.0104373951744,3293.370006460597,3293.762294898824,3311.833913719446,0.0008696828905365319,3293.7642185895447,3293.6299898846296,3297.3492964160555,3310.162404727316,0.5664979975981623,-0.13422870491513095,-0.24621880562972365,2.3065057686153847,2.356277789311881,-0.00018048299203646357,39.570000000000164,9.860000000000127,-29.710000000000036,3.949999999999818,-0.0021692801058020676,-0.002371975971002898,0.0011760327727276627,-1.1299208378857988,-0.0035480087437305607,875,-0.0034020065252734536,-0.017825633709428287,-0.013376451022319859,-0.017858450574913334,-0.03149127450282315,-0.03792834525609007,-0.03148048378343047,-0.02325557054098713,-0.030042314731832772,1.6669731804080848e-06,-2.857534590852266e-06,0.17364817766693028,-0.984807753012208
2025-06-29 11:25:00+00:00,3291.485,3298.57,3259.0,3294.09,160.96543388,529447.1480359762,1392.0,3297.5868901081767,3289.606507630835,53.158226857089105,50.144090534872426,-0.6875170872185663,-0.6391798075321731,482590.5605378745,0.0009514236390559979,3294.009837395174,3293.3554564605975,3293.764034898824,3311.781213719446,0.0009425212817279937,3293.7706697065832,3293.6345670997084,3297.336285252718,3310.130292030558,0.48797012339355206,-0.13610260687482878,-0.23916768859089643,2.249370315001974,2.254461483866818,0.00027090950064963146,39.570000000000164,7.085000000000036,-32.48500000000013,2.605000000000018,-0.0018523280537314432,-0.001564937232387574,0.0016345631639593896,-1.1299531267527594,-0.0031995003963469636,875,-0.0021257924759847434,-0.019498471350242796,-0.014822407248358337,-0.017606210428470295,-0.029914568911928518,-0.04031659830273835,-0.031677830253376955,-0.024795600311638494,-0.029342828772869898,9.600277380954248e-07,1.0854856609657055e-06,0.15212338618991708,-0.9883615104677607
2025-06-29 11:30:00+00:00,3294.26,3298.57,3259.0,3293.1400000000003,161.31669633,530603.6154362961,1393.0,3297.5904314272975,3289.6183282749034,49.67245152925856,49.84527465393124,-0.6113438202460202,-0.6721829623516397,482429.24384154455,0.0009042452052910966,3293.9986373951742,3293.3427564605972,3293.762314898824,3311.724216905765,0.0009006255323300085,3293.758181197542,3293.62964603404,3297.3195336149824,3310.096345393134,0.4890720508465165,-0.12853516350196514,-0.24045619763228387,2.1967572149178305,2.1389699925830183,-4.333143793537709e-05,39.570000000000164,4.309999999999945,-35.26000000000022,-1.1199999999998909,-0.002179292951399169,-0.0017409084414973367,0.0005026861924105728,-1.1276488477074182,-0.0022435946339079095,875,-0.0034133967911615264,-0.017460745362815677,-0.01473688987854257,-0.017894647299988735,-0.031027621794739738,-0.03890076621104756,-0.030423803473590853,-0.02466935628896803,-0.0317456616944599,-5.860585565121616e-07,-6.786625969414059e-07,0.13052619222005157,-0.9914448613738104
2025-06-29 11:35:00+00:00,3288.48,3298.57,3259.0,3292.19,162.03619199000002,532972.3313563915,1395.0,3297.3582923002564,3289.5114674019455,46.29911922519179,49.547034313880424,-0.6204805048660091,-0.7293009192565453,482267.20764955453,0.00075477968387708,3293.9779373951737,3293.3252564605973,3293.758714898824,3311.662837628631,0.0007549309240206081,3293.727128104521,3293.6153211978803,3297.2990564348825,3310.0605684792613,0.5607912575105729,-0.11180690664059512,-0.25080929065279634,2.1681032058833947,2.054147439086236,-0.00032772480656811026,39.570000000000164,10.090000000000146,-29.480000000000018,3.7100000000000364,-0.0025361607734192024,-0.002035342746424531,-0.0006285632072371501,-1.1228232660882311,-0.0014067795391873809,875,-0.000652847577210618,-0.017708796110846404,-0.0144761916942073,-0.016857944386845382,-0.03131908572500448,-0.03925354089078309,-0.02998758644295685,-0.025123769373794853,-0.029902097838683177,-5.201024012578071e-06,-2.0174249054548406e-06,0.10886687485196457,-0.9940563382223196
2025-06-29 11:40:00+00:00,3288.11,3298.57,3259.0,3291.72,162.45447091,534349.204783809,1395.0,3297.103488808035,3289.3802708941657,44.632906514945454,49.39932683640784,-0.6580607505957232,-0.8125731693465628,482104.7531786445,0.0007610535234120766,3293.9241373951745,3293.3054064605967,3293.7539948988247,3311.5882276286316,0.0007768096318204419,3293.6873829935403,3293.5964622804886,3297.276784752508,3310.023923986795,0.658792512911532,-0.09092071305167337,-0.23675440163424355,2.156039897370041,1.9960632813024743,-0.00043928985142117915,39.570000000000164,10.460000000000036,-29.110000000000127,3.6099999999996726,-0.0020783856455262955,-0.0018170221644076715,0.0009847725789002499,-1.1196113789520046,-0.002801794743307921,874,-0.0010505701675242345,-0.01814695810037481,-0.014069443916279158,-0.017230667312440887,-0.032671042683125824,-0.03935250369623892,-0.030460453033372123,-0.025211740786690282,-0.030603361846742883,-3.4617120319590505e-06,-6.478253211357856e-07,0.08715574274765864,-0.9961946980917455
2025-06-29 11:45:00+00:00,3293.7,3298.57,3259.0,3291.66,162.66174353666665,535032.0306848868,1395.6666666666667,3297.104421115106,3289.266338587096,44.4062268978027,49.380344173863584,-0.6847910200353908,-0.8710901068781403,481942.09143510787,0.0007951786579487792,3293.924837395174,3293.291931460597,3293.7532348988248,3311.5305076286313,0.0008055811152553532,3293.6472367956485,3293.577193999091,3297.2543624580867,3309.987232829978,0.7489882655559086,-0.07004279655757273,-0.2776005995256128,2.14290973985411,1.9369546361918937,-0.000415688754761984,39.570000000000164,4.870000000000346,-34.69999999999982,-2.0399999999999636,-0.0015466300512538586,0.0002125495324320841,0.0010790651784066373,-1.1183106631565938,-0.0008665156459745531,874,-0.0007379569860009712,-0.018122072483611758,-0.013782456708934708,-0.016627608170980853,-0.03273043343409313,-0.03941746147892646,-0.03292152531900234,-0.02517516461093789,-0.031179769530569144,1.0640161169366968e-06,3.4547400254113518e-06,0.06540312923014312,-0.9978589232386035
2025-06-29 11:50:00+00:00,3288.6,3298.57,3259.0,3291.6,162.93253835,535923.3257065101,1397.0,3296.861459877768,3289.1452998244336,44.15704596692294,49.36118457221778,-0.7027159773447238,-0.9083780742486185,481779.1588967579,0.0006870344751978498,3293.924937395174,3293.2848314605967,3293.7564348988244,3311.466987628631,0.0006680770271554089,3293.6066974531605,3293.5575204269608,3297.231790152865,3309.950495102046,0.8320916402199146,-0.049177026199686225,-0.3182399420134061,2.128852993804253,1.8774816023149796,-0.00039433484463474505,39.570000000000164,9.970000000000255,-29.59999999999991,3.0,-0.002224916116726569,-0.0007811823606887449,-0.0006377841772385636,-1.1166784146306223,-0.00014339818345018125,875,-0.00042523464480645153,-0.016394822453901555,-0.0141088951646455,-0.018618879900508253,-0.03141588303372033,-0.04059448048924187,-0.032939753370150766,-0.02755464090008775,-0.029610492146510823,-1.9975050127939167e-06,3.2571527492632633e-06,0.04361938736533607,-0.9990482215818578
2025-06-29 11:55:00+00:00,3289.18,3298.57,3259.0,3291.54,163.15356330999998,536650.8875837647,1399.0,3296.565275220888,3289.0614844813135,43.88343779567612,49.34184652723091,-0.7135379128167187,-0.8159974003781592,481616.0053334479,0.0006902650909960679,3293.924437395174,3293.264081460597,3293.7557148988244,3311.403597628632,0.0006895457446706202,3293.5657727511175,3293.5374455968417,3297.209068435688,3309.9137108960476,0.908748444171124,-0.028327154275757493,-0.3586646440567165,2.1139958933582865,1.8181714247433425,-0.00037501422739427145,39.570000000000164,9.390000000000327,-30.179999999999836,2.3600000000001273,-0.0024966716345399464,-0.003396289809223581,0.0008935980680158356,-1.1113296777676187,-0.0042898878772394166,874,0.00012760798843321837,-0.01671186960894587,-0.013123135985099883,-0.015528023585893192,-0.031831482883735766,-0.040469756914483464,-0.032957981753567095,-0.0241682932096065,-0.03042672975819031,-1.2893912122494457e-06,2.021221631675989e-06,0.021814885034561218,-0.9997620270799091
2025-06-29 12:00:00+00:00,3288.97,3298.57,3259.0,3286.39,163.91482026999998,539152.5560688179,1405.0,3296.8549571933977,3287.870802508804,27.58335974355049,47.72094434773052,-1.1247113618305775,-0.9634877491815009,481452.0905131779,0.0006598137704751383,3293.8479373951745,3293.217631460597,3293.744674898824,3311.3257276286317,0.0005773626781469773,3293.4236782411945,3293.4663267351816,3297.1658785417335,3309.8667104746764,1.3635133920524822,0.04264849398714432,-0.4242591539800742,2.561226058208148,2.5779788742269583,-0.001905147106974821,39.570000000000164,9.600000000000364,-29.9699999999998,-2.5799999999999272,-0.002380712534354517,-0.0015494364367587992,-0.0004897792896936658,-1.1065445034395314,-0.0010596571470651334,874,-0.003966090011095668,-0.01993155240134268,-0.01558512313678788,-0.01956632427882416,-0.03323545232717168,-0.04323692681243324,-0.03185994642050592,-0.025123046460030506,-0.03181573391160096,3.6928414025211354e-06,1.5060783268095806e-06,-3.216245299353273e-16,-1.0
2025-06-29 12:05:00+00:00,3289.05,3298.57,3259.0,3291.53,163.90237573,539111.6407609996,1405.0,3296.4418250708095,3287.8929346313926,48.71016137698824,49.39681298399362,-1.0240100884157073,-0.9824974117989904,481615.9928889079,0.0006171486548740806,3293.847237395174,3293.1968314605974,3293.747574898824,3311.267807628631,0.0005964718476173308,3293.386179662161,3293.447059802493,3297.143380024601,3309.830073690511,1.3765067034132699,0.06088014033230138,-0.4610577330131491,2.515592086367672,2.449694199648543,-0.0001610564561318915,39.570000000000164,9.519999999999982,-30.050000000000182,2.480000000000018,-0.0019909136825884315,-0.001260967161650734,0.000778056417945764,-1.1058139572083248,-0.002039023579596498,873,-0.0005102707279110737,-0.016852334361360646,-0.013626795371764385,-0.015411403306619272,-0.03184040677780714,-0.04287400842693971,-0.030300089486041338,-0.02364905917180641,-0.030058371281125398,-5.75848580097203e-06,-1.0367228400869486e-06,-0.02181488503456053,-0.9997620270799091
